"DSNUM","NAME","Lat","Long","Coordinate_System","USGS_ID","HUC","METHOD_SOURCE","Data_Source","ECOREGION","STATE","Surface_Area_acres","DRAIN_SQMILE","NET_SED_CONTRIB_SQMILE","SEDI_RATE_MEAN_ACFT_YR","Sed_Yield_m_yr","Sed_Yield_mm_yr","Sed.Rate..mm.yr.","slope_calc","forest_calc","crops_calc"
"4002","PRETTYBOY",393711,764227,"WGS84",".","2060003","7","RESSED","8.3","MD",1498,"80",77.5,39.26056338,"0.000241261",0.241261027,8,5.59143869596348,39.83,24.98
"16040","LOST CREEK DETENTION DAM",353448,882035,"",".",".","1","RESSED","8.3","TN",154,"4.29",4.29,3.176470588,"0.000352631",0.352630517,6.3,3.9072336751064,62.89,1.1
"31017","LAKE OF THREE FIRES",404230,944123,"","404231094411701","","1","RESSED","9.2","IA",107,"6.15",5.97,27.27941176,"0.002176171",2.176170998,77.7,3.31943635031708,18.4,42.6
"51039","CLEAR FORK OF TRINITY, SITE NO. 7",325609,974828,"",".",".","1","RESSED","9.4","TX",68.24,"2.55",2.44,6.943668122,"0.001355288",1.355287638,31,2.07320193237309,26.63,0
"22015","VAN BUREN LAKE",410802,833840,"","410800083383800","04100010","1","RESSED","8.2","OH",53,"22.8",22.72,5.090163934,"0.000106698",0.10669788,29.3,0.303664788126002,8.48,77.63
"12001","SEQUOYAH",343239,842215,"WGS84",".",".","7","RESSED","8.4","GA",58,"1.6",1.51,2.5,"0.000788489",0.788488583,13.1,9.84839651700069,79.66,0
"70114","LOPEZ FLOOD CONTROL BASIN",341812,1182430,"",".",".","1","RESSED","11.1","CA",NA,"34",34,26.24309392,"0.000367594",0.367594044,NA,25.2016755003401,20.71,0
"50052","SADDLE MOUNTAIN, SITE NO. 2",350117,983844,"",".",".","1","RESSED","9.4","OK",85.3,"3.43",3.37,3.382716049,"0.000478044",0.478044131,12.1,1.48362900432051,0,60.91
"24009","PITTSFIELD",393725,904838,"",".",".","1","RESSED","8.3","IL",39.6,"1.84",1.77,6.279069767,"0.001689485",1.689485194,48.3,2.44504449863788,13.82,48.9
"5010","SAVAGE RIVER DAM",393028,790803,"WGS84","01597490","02070002","7","RESSED","8.4","MD",360,"105",104.44,67.475,"0.000307686",0.307686455,57.1,13.6906043495384,83.71,0.05
"19023","SYLVAN LAKE (LOWER)",395608,833535,"","395607083353500","05080001","1","RESSED","8.2","OH",42,"1.85",1.39,3.512195122,"0.001203362",1.203361695,25.5,1.37483478056941,9.08,71.64
"7003","SPARTANBURG MUNICIPAL RESERVOIR",350639,815812,"WGS84","3506390815814","03050105","1","RESSED","8.3","SC",301,"91.33",90.8,NA,"",NA,NA,5.37570320224283,51.73,0.26
"46042","LIPPOLDT",380308,994746,"",".",".","1","RESSED","9.4","KS",6.1,"1.83",1.82,0.187755102,"4.91307E-05",0.049130672,9.4,1.54088487402462,0,37.72
"20030","CLEAR CREEK LAKE",363946,820711,"",".",".","7","RESSED","8.4","VA",47,"5.75",5.68,0.877192982,"7.35494E-05",0.073549405,5.7,9.59234968997044,30.31,1.38
"7018","MUDDY CREEK WATERSHED, SITE NO. 16",353605,815312,"WGS84",".",".","1","RESSED","8.4","NC",143,"12.8",12.6,1.287951807,"4.86812E-05",0.048681216,2.7,9.44745563349857,83.65,0
"4016","LIBERTY RESERVOIR",392237,765326,"WGS84","1586955","02060003","7","RESSED","8.3","MD",3123,"164",159.1,67.7721519,"0.000202868",0.202867952,6.6,4.86983968425259,36.66,15.13
"51035","UPPER LAKE FORK WATERSHED, SITE NO. 20",330001,954617,"",".",".","1","RESSED","8.3","TX",319,"9.39",8.9,2.806666667,"0.000150187",0.150187289,2.7,0.653143593249175,18.87,0
"53004","LAKE MERRITT",313154,983439,"",".",".","1","RESSED","9.4","TX",98.1,"11.65",11.5,4.652173913,"0.00019266",0.192659509,14.5,2.26772797724333,8.82,2.58
"63021","RW-1, ROATCAP WASH WATERSHED",383501,1080535,"",".",".","1","RESSED","10.1","CO",50,"11.6",11.5,3.322033898,"0.000137575",0.137574698,20.3,7.48577896583715,30.19,0
"4021","EAST BRANCH CLARION RIVER LAKE",413330,783526,"WGS84","03027000","05010005","7","RESSED","5.3","PA",1370,"72.4",70.3,45.16084656,"0.000305942",0.305941997,10,5.84103874413435,84.62,0
"50026","COBB CREEK NO. 3 (Worth Richmond Lake)",352320,983953,"",".",".","7","RESSED","9.4","OK",192.1,"8.28",8.18,9.797073171,"0.000570395",0.570394588,15.5,2.73093871213488,1.97,14.27
"49003","NASHVILLE RESERVOIR (Lake Nickels)",335732,935029,"",".",".","1","RESSED","8.3","AR",34.9,"10.4",10.3,5.145631068,"0.000237922",0.237921543,44.9,2.18191384516722,27.35,0
"41003","WALSTON RESERVOIR",480824,1115739,"",".",".","1","RESSED","9.3","MT",11.3,"2.96",2.96,0.357816377,"5.75706E-05",0.057570613,9.7,1.85001049135087,0,77.82
"54007","MOUNTAIN CREEK",315356,1002835,"",".",".","1","RESSED","9.4","TX",77.5,"32",31.88,12.88073394,"0.000192422",0.192421965,50.7,3.0681178362635,2.13,4.36
"3002","ENGLISHTOWN POND(Weamaconk)",401738,742129,"WGS84",".",".","1","RESSED","8.5","NJ",6.47,"7.2",7.19,0.143784324,"9.5239E-06",0.009523904,6.8,1.35765581862411,20.7,17.36
"50030","SANDSTONE SITE NO. 6",352910,993011,"","07320500","11130301","1","RESSED","9.4","OK",121.7,"6.46",5.08,9.174061433,"0.000860063",0.86006303,23,4.23787213625432,1.82,0.62
"78011","MUD SPRINGS POND",431749,1154444,"",".",".","1","RESSED","10.1","ID",3.34,"1.07",1.06,0.030327869,"1.3626E-05",0.013626,2.8,1.26030384650359,0,0
"8006","NORTH FORK BROAD RIVER WATERSHED, STRUCTURE NO. 1",343415,832150,"WGS84",".",".","1","RESSED","8.3","GA",35.04,"3.75",3.7,0.759663866,"9.77805E-05",0.097780464,6.6,12.5821828270654,86.48,0
"70021","SAN GABRIEL (SAN GABRIEL DAM NO. 1)",341221,1175143,"",".",".","7","RESSED","11.1","CA",526,"203",203,754.1645885,"0.001769304",1.769303948,437,29.963448920665,39.71,0
"19063","DEER CREEK LAKE",393720,831254,"","393717083130200","05060002","7","RESSED","8.2","OH",1289,"277",275,23.1884058,"4.01579E-05",0.040157859,5.5,0.842187299586356,6.61,77.65
"46034","MEASE",372118,983017,"",".",".","1","RESSED","9.4","KS",23.8,"1.73",1.71,0.414666667,"0.000115488",0.115487602,5.3,0.383875978742182,0.23,91.61
"72035","MARSH CREEK",375324,1214334,"",".",".","7","RESSED","11.1","CA",325,"51.8",51.3,NA,"",NA,NA,15.828033228744,40.48,0
"45038","Polk Daniels Lake",372738,961332,"","372741096133800","11070104","1","RESSED","9.4","KS",64,"10.16",10.06,5.734482759,"0.000271474",0.271474235,27.3,1.19730748016529,3.46,10.42
"22026","WATERFORD POND",422449,832809,"",".",".","1","RESSED","8.1","MI",54,"54",54,0.718562874,"6.33729E-06",0.006337287,4.1,1.20303454448898,13.08,6.65
"86","Still House",310120,973156,"WGS84","8104050","12070203",".","Texas Water Board",".","TX",6484,"1313.0",1313,207.2368421,"7.51683E-05",0.075,9.7,2.52510777299649,19.87,1.1
"19060","GRAYSON LAKE",381509,825908,"","03216300","05090104","7","RESSED","8.4","KY",1510,"196",193.6,NA,"",NA,NA,13.841948050069,79.77,0
"53011","LAKE LAWN",320741,994428,"",".",".","1","RESSED","9.4","TX",103,"13",12.8,5.925925926,"0.000220485",0.22048477,17.5,1.26030384650359,2.37,17.25
"27018","JERSEY VALLEY LAKE (WEST FORK KICKAPOO W/S SITE NO. 1)",434120,904755,"",".",".","7","RESSED","8.1","WI",72.2,"8.06",7.94,3.407894737,"0.000204408",0.20440806,14.4,5.06886998618072,13.97,37.17
"19046","DELAWARE LAKE",402131,830408,"","03225000","05060001","7","RESSED","8.2","OH",8550,"386",384,45.83333333,"5.68437E-05",0.05684373,1.6,0.916654256385288,14.13,67.07
"12003","LAKE AUBURN (Ogletree)",323306,852923,"WGS84","02418745","03150110","1","RESSED","8.3","AL",11.5,"1.6",1.6,1.063492063,"0.000316553",0.316553135,28.2,2.7137887545055,39.81,0
"20002","WATAUGA",361921,820720,"","03483500","06010103","7","RESSED","8.4","TN",6439,"468",458,NA,"",NA,NA,16.5887941684182,77.07,0.16
"31037","THORNE",393148,951632,"",".",".","1","RESSED","9.2","KS",7.68,"1.17",1.16,1.055045872,"0.000433157",0.433157363,41.9,2.58800772540856,4.6,58.89
"57024","SANTA CRUZ RIVER WATERSHED, SITE NO. 2 (ENCINO)",360053,1055607,"",".",".","1","RESSED","10.1","NM",15.1,"1.56",1.54,10.55726496,"0.003264849",3.264848613,213.1,9.11262177317487,0.87,0
"24038","LAKE GILLESPIE",390848,895148,"","05586684","07130012","1","RESSED","8.2","IL",71,"5.73",5.62,3.322580645,"0.00028156",0.281560393,14.3,0.859372243644681,18.33,67.14
"66013","SAND-H CANYON DEBRIS BASIN",383750,1120646,"",".",".","1","RESSED","6.2","UT",14.8,"3",2.98,126,"0.020136623",20.13662253,2594.9,20.6564429343954,83.47,0
"24036","LAKE COULTERVILLE",381208,893714,"",".",".","1","RESSED","8.3","IL",27,"1.22",1.18,0.85106383,"0.000343489",0.343488716,9.6,0.830730585834999,20.45,53.8
"37013","LAND UTILIZATION PROJECT NO. 226-34",440151,1002032,"",".",".","5","RESSED","9.3","SD",7.7,"1.222",1.209,0.535308642,"0.000210868",0.210867817,21.2,1.67256150553696,0,0
"4012","PALINGTOWN RESERVOIR",395145,765140,"WGS84",".",".","1","RESSED","8.3","PA",NA,"2.91",2.9,2.066666667,"0.000339394",0.339394488,NA,5.55170971296694,33.1,37.59
"62","Medina",293224,985601,"WGS84","8179500","12100302",".","Texas Water Board",".","TX",6066,"634.0",634,NA,"",NA,NA,7.77283630725429,43.92,0.11
"19015","MADISON LAKE",395157,832234,"","395159083223600","05060002","7","RESSED","8.2","OH",106,"57.2",57,13.4125,"0.000112064",0.112064286,38.6,1.06557862775058,8.33,67.91
"50049","UPPER WASHITA, SITE NO. 25",354125,1000946,"",".",".","1","RESSED","9.4","TX",113.08,"7.14",6.96,2.22421875,"0.000152195",0.152195077,6,1.88435146182308,0.03,2.78
"24055","FONDULAC",404055,893125,"",".",".","1","RESSED","8.2","IL",97,"5.4",5.25,5.973451327,"0.000541874",0.541874076,18.8,2.58800772540856,22.02,24.59
"64001","DUCK FORK",391008,1112657,"",".",".","1","RESSED","6.2","UT",43,"3.56",3.56,0.492610837,"6.59001E-05",0.065900136,3.5,14.595681239598,55.38,0
"70008","CHATSWORTH RESERVOIR",341340,1183752,"",".",".","7","RESSED","11.1","CA",607,"5.4",4.45,2.264150943,"0.000242314",0.242313557,1.1,11.1445612394305,0.12,0
"56006","LOWREY DRAW, SITE NO. 10",303814,1003516,"",".",".","7","RESSED","9.4","TX",21.5,"8.43",8.2,0.0775,"4.50112E-06",0.004501116,1.1,1.14003553970767,0.03,0.13
"85","Stamford",330435,993345,"WGS84","8084500","12060103",".","Texas Water Board",".","TX",5124,"368.0",368,123.6530612,"0.000160026",0.16,7.4,0.401063905966706,0.39,53.59
"50053","LAKE NOCONA",335257,973909,"","07315600","11130201","7","RESSED","9.4","TX",1570.83,"92.18",89.73,131.9321429,"0.000700237",0.70023739,25.6,2.65090143611679,27.12,0.44
"21065","SAUL-MATHAY PA-459",412306,802007,"",".",".","1","RESSED","8.1","PA",87.42,"1.87",1.84,0.209395973,"5.41979E-05",0.054197949,0.7,1.96447508374936,34.09,25.89
"71005","COPPEROPOLIS",375859,1203857,"",".",".","1","RESSED","11.1","CA",30,"2.06",2.01,0.068438538,"1.62157E-05",0.016215749,0.7,10.2039737217317,22.23,0
"41","Halbert",320433,962420,"WGS84",".","12030109",".","Texas Water Board",".","TX",603,"12.0",12,28.30612245,"0.001123392",1.123,14.3,1.19730748016529,5.73,0.06
"50029","SANDSTONE SITE NO. 5",352935,993154,"",".",".","2","RESSED","9.4","OK",87.15,"3.89",3.84,9.49025974,"0.001177007",1.177007479,33.2,3.96425952153437,1.43,0
"6007","UNIVERSITY LAKE",355347,790531,"WGS84","0209749990","03030002","7","RESSED","8.3","NC",219,"30.6",30.3,22.85714286,"0.000359262",0.359262313,31.8,3.7589304635398,70.95,0.82
"46008","GUTHRIE RESERVOIR",354908,972625,"","354906097262701","11050002","7","RESSED","9.4","OK",226,"13.3",12.95,38.08219178,"0.001400505",1.400504522,51.4,3.4735918618256,52.5,0.26
"20022","OCOEE NO. 1",350541,843852,"","03564000","06020003","7","RESSED","8.4","TN",1910,"595",96,392.1782178,"0.00194556",1.945559798,62.6,13.5119847589412,83.82,0.03
"57023","PECOS ARROYO (SANQUILJUELA), SITE NO. 1",354115,1051408,"",".",".","1","RESSED","6.2","NM",192.7,"19.34",19.04,8.044776119,"0.000201224",0.201223809,12.7,8.8834556438823,63.2,0
"46007","SANTA FE RESERVOIR",374216,970250,"",".",".","7","RESSED","9.4","KS",244,"37.93",37.55,16.97674419,"0.000215316",0.215316252,21.2,0.698973833014138,5.92,30.91
"72","Palestine",320328,952554,"WGS84","8031400","12020001",".","Texas Water Board",".","TX",22656,"839.0",839,1207.5625,"0.000685457",0.685,16.2,1.90724469127329,24.55,0
"22021","PHOENIX POND",422331,832758,"","04166735","04090004","1","RESSED","8.1","MI",27.5,"56.85",56.85,0.548902196,"4.5983E-06",0.004598295,6.1,1.24885018393019,12.74,6.35
"25","Cypress Springs",330316,950825,"WGS84",".","11140305",".","Texas Water Board",".","TX",3252,"75.0",75,102.9,"0.000653411",0.653,9.6,2.16474983109726,33.79,0
"45008","TAFT LAKE",354418,953150,"",".",".","1","RESSED","9.2","OK",54,"2.3",2.2,0.62745098,"0.000135828",0.135828051,3.5,2.89669593422357,59.25,0
"32015","WOODY HEREFORD RANCH",390528,980811,"",".",".","1","RESSED","9.4","KS",6.8,"1.2",1.19,0.962765957,"0.000385306",0.385306302,43.2,3.17094479019275,1.17,29.59
"44001","LAKE BENNETT",351656,921709,"",".",".","1","RESSED","8.4","AR",36.9,"4.16",4.11,1.50877193,"0.000174829",0.174829261,12.5,4.80157334987376,50.96,0
"46036","PARIS",382523,1002816,"",".",".","1","RESSED","9.4","KS",12.1,"3.6",2.2,0.186296296,"4.03287E-05",0.040328669,4.7,0.0974027313410144,0,57.96
"12009","CARTECAY RIVER NO. 7",343729,841402,"WGS84",".",".","1","RESSED","8.4","GA",25.9,"3.72",3.68,0.440944882,"5.70649E-05",0.05706487,5.2,18.9832170592262,96.41,0
"55002","SAN DIEGO-ROSITA CREEK, SITE NO. 1",275826,982535,"",".",".","7","RESSED","9.4","TX",570,"23.19",22.29,14.39096774,"0.000307477",0.307476748,7.7,0.916654256385288,1.99,0
"54008","XQZ RANCH POND",311849,1003337,"",".",".","1","RESSED","9.4","TX",40.5,"1.6",1.53,1.428571429,"0.000444675",0.444675167,10.8,1.6954600244741,0,6.89
"4011","OLD GLATFELTER RESERVOIR",395205,765200,"WGS84",".",".","1","RESSED","8.3","PA",NA,"74.3",NA,2.503649635,"",NA,NA,5.19391230602068,29.97,33.23
"24025","Sudduth Lake",394300,894859,"",".",".","1","RESSED","8.2","IL",41,"3.49",3.43,1.474501109,"0.000204731",0.20473087,11,0.183345868623007,3.1,91.19
"41005","EAST FORK",465858,1091650,"",".",".","7","RESSED","9.3","MT",226,"61.8",61.45,16.16666667,"0.000125294",0.125294193,21.8,11.6565884547048,53.45,0.37
"46016","LIES POND",374726,973745,"",".",".","5","RESSED","9.4","KS",8.19,"3.36",3.36,0.91958042,"0.000130342",0.130341521,34.2,0.6875163546391,0.57,70.66
"21021","TIONESTA LAKE",412830,792643,"","03019500","05010003","7","RESSED","5.3","PA",2770,"478",474,34.15841584,"3.43204E-05",0.034320352,3.8,7.27164630265509,87.5,0.38
"72032","BLACK BUTTE",394849,1222012,"","11387995","18020115","7","RESSED","11.1","CA",4560,"741",433,1250.510204,"0.001375408",1.375408461,83.6,15.7696796999292,27.79,0
"79009","INDIAN FORK",432506,1113508,"",".",".","1","RESSED","6.2","ID",0.77,"1.6",1.6,0.038834951,"1.15594E-05",0.011559396,15.4,14.0685941610565,51.05,0
"45006","LAKE OKMULGEE",353721,960333,"","353717096034101","11100303","7","RESSED","9.4","OK",559,"40.1",39.2,21.05504587,"0.000255801",0.255801138,11.5,2.73665525600416,50.21,0
"70036","WILBUR AVENUE DEBRIS BASIN",341354,1183248,"",".",".","1","RESSED","11.1","CA",NA,"8.63",8.63,10.56373626,"0.00058296",0.582960464,NA,10.3648351653001,0.52,0
"70030","EATON WASH (EATON WASH DAM)",341006,1180530,"",".",".","1","RESSED","11.1","CA",39,"9.5",9.4,27.71910112,"0.001404377",1.40437677,216.6,29.5965750375304,36.52,0.14
"21022","LOYALHANNA",402724,792705,"","03046500","05010008","1","RESSED","8.4","PA",3280,"290",285,90.85858586,"0.000151829",0.151828556,8.4,7.99208690662511,67.12,7.09
"70080","SAWPIT DEBRIS DAM",341031,1175914,"",".",".","1","RESSED","11.1","CA",NA,"6.34",2.84,21.57142857,"0.00361737",3.617369856,NA,29.3054974940337,46.69,0
"51001","TERRELL CITY LAKE",324406,961440,"",".",".","1","RESSED","9.4","TX",313,"9.2",8.71,21.77304965,"0.001190511",1.190511119,21.2,0.584396684718667,2.22,0
"43","Houston County",312422,953610,"WGS84","8065330","12030201",".","Texas Water Board",".","TX",1374,"49.0",49,55.60606061,"0.000540454",0.54,12.3,2.7023551788651,45.32,0.1
"46004","BENNINGTONS LAKE",372611,980315,"",".",".","1","RESSED","9.4","KS",11.6,"1.42",1.4,4.910714286,"0.00167051",1.670509613,129,1.48362900432051,5.52,28.53
"2003","PLANTS POND",413509,725340,"WGS84",".",".","1","RESSED","8.1","CT",18.1,"15.76",NA,0.200198216,"",NA,3.4,4.59100027763576,54.76,0.2
"56003","ROBERTS DETENTION",313522,1060632,"",".",".","1","RESSED","10.2","TX",24.12,"2.34",2.31,2.380588235,"0.0004908",0.49080011,30.1,1.33475015677537,0,0
"44008","COVE LAKE",351357,933744,"","07256012","11110202","1","RESSED","8.4","AR",152,"10.9",10.66,4.142948718,"0.000185091",0.185090744,8.3,7.02344820325112,88.86,0
"72015","MILLIKEN",382240,1221341,"",".",".","1","RESSED","11.1","CA",50,"10.5",10.4,0.364431487,"1.66884E-05",0.016688408,2.2,10.7690265763736,17.87,0
"100","Worth",324730,972454,"WGS84","8045400","12030102",".","Texas Water Board",".","TX",3458,"2052.0",2052,111.59375,"2.58997E-05",0.026,9.8,2.06175769075854,17.62,1.09
"36025","WILD RICE WR-5",454945,973617,"",".",".","1","RESSED","9.2","SD",29.7,"5.16",2.35,0.464166667,"9.40672E-05",0.094067247,4.8,2.75952088509789,0.08,4.94
"76901","Howard Sediment Basin",462259,1174449,"",".",".","3","RESSED","10.1","WA",9.62,"4.74",4.74,2.455263158,"0.00024669",0.246690289,77.8,14.7565352527358,1.01,34.43
"5023","JOHNS CREEK DAM NO. 1",372402,802548,"WGS84",".",".","7","RESSED","8.4","VA",134,"18.05",17.84,0.123469388,"3.29607E-06",0.003296073,0.3,13.841948050069,91.74,0
"19902","Cave Run Lake",380703,833156,"","03249498","05100101","7","RESSED","8.4","KY",14870,"827",826,535.1968504,"0.000308579",0.308578632,11,15.0134067524059,81.29,0
"99911","Upper Turtle River Watershed Detention Dam #6",475749,974632,"",".",".","7","RESSED","9.2","ND",10.28,"11.2",11.18,0.410091743,"1.74691E-05",0.017469142,12.2,1.53515942368404,3,46.79
"6004","HIGH POINT",355943,795641,"WGS84","02099096","03030003","7","RESSED","8.3","NC",322,"62.8",62.3,30.67961165,"0.000234528",0.234527708,29,2.56513572969714,25.67,0.8
"5007","TRIADELPHIA LAKE (BRIGHTON DAM)",391134,770020,"WGS84","01591610","02060006","7","RESSED","8.3","MD",847.3,"81.4",80,53.25791855,"0.000317049",0.317049119,19.2,3.98136574676354,35.79,13.76
"7013","SALEM",360545,801131,"WGS84","02115834","03040101","7","RESSED","8.3","NC",261.4,"27.68",27.26,12.07070707,"0.000210882",0.210881852,14.1,3.35940730435967,33.58,0.97
"21001","PLEASANT HILL RESERVOIR",403725,821932,"","03133500","05040002","7","RESSED","8.1","OH",2600,"199",195,43.80952381,"0.000106996",0.106995686,5.1,4.22647538897695,45.23,21.11
"76020","LOWER WILLOW CREEK",463332,1131851,"",".",".","7","RESSED","9.3","MT",170,"73.3",73.03,1.700909091,"1.10921E-05",0.011092058,3,14.5473790151095,62.07,0
"99907","Erie Dam  (Brewer Lake)",470552,972441,"",".",".","7","RESSED","9.2","ND",128.8,"11.15",8,2.936936937,"0.000174838",0.174838464,7,1.65538726519577,0.87,74.53
"30004","DOUGHERTY DAM",482218,980213,"",".",".","1","RESSED","9.2","ND",24.9,"20.2",14.6,0.502262443,"1.63836E-05",0.016383632,6.1,0.922382358758336,0.22,52.69
"6006","SANFORD CITY RESERVOIR",352854,790728,"WGS84",".",".","1","RESSED","8.3","NC",12.4,"3.75",3.73,0.559440559,"7.14295E-05",0.071429476,13.8,2.97098531154517,43.97,9.31
"4005","LAKE WILLIAMS",395323,764347,"WGS84",".",".","7","RESSED","8.3","PA",170,"42.9",42.6,16.94029851,"0.000189384",0.189384228,30.4,6.53192083169364,30.12,36.38
"76021","NEVADA CREEK",464810,1124838,"","12336500","17010203","7","RESSED","6.2","MT",448,"145",140,3.48189415,"1.18446E-05",0.011844586,2.4,13.4415457170234,60.42,0
"7005","ALBEMARLE CITY LAKE",352106,801333,"WGS84",".",".","1","RESSED","8.3","NC",300,"33",32.5,9.806451613,"0.000143701",0.143701359,10,3.13667137792304,41.56,20.23
"6001","LAKE APEX",354449,784904,"WGS84",".",".","1","RESSED","8.3","NC",35,"4",4,0.75,"8.92963E-05",0.089296332,6.5,2.30205080164836,30.22,1.61
"17023","CAGLES MILL (CATARACT LAKE)",392914,865501,"","03358900","05120203","7","RESSED","8.3","IN",4840,"295",287,159.0826087,"0.000263981",0.263981295,10,1.6954600244741,23.74,61.21
"49008","WALLACE LAKE",321907,934012,"","07351550","11140206","1","RESSED","8.5","LA",9300,"260",246,NA,"",NA,NA,1.16867180190182,41.19,0.01
"24003","LAKE CARLINVILLE",391440,895156,"","07130012","07130012","1","RESSED","8.2","IL",166.6,"26.06",25.79,16.65024631,"0.000307469",0.307469236,30.5,1.30611748022671,28.14,59.49
"30015","WHITE LAKE",455122,973721,"",".",".","7","RESSED","9.2","SD",204,"37",21.08,4.592592593,"0.000103758",0.103757539,6.9,2.47935851870081,1.19,12.7
"75020","TELECKY",473260,1180000,"",".",".","3","RESSED","10.1","WA",2.34,"2.26",2.26,1.865277778,"0.000393068",0.393067761,243,3.51354997788311,0,97.22
"51036","LAKE AMON G. CARTER",332807,975155,"",".",".","7","RESSED","9.4","TX",1289,"103",81.6,30.87190083,"0.00018018",0.180179576,7.3,2.13614227865381,22.65,0.71
"58005","UPPER RIO HONDO WATERSHED, SITE NO. 1",333204,1052850,"",".",".","7","RESSED","6.2","NM",250.16,"122",121.61,52.35968992,"0.00020505",0.205050166,63.8,7.19834317434667,36.39,0
"2006","WEST WHATELEY",422614,724101,"WGS84","42261307241","01080201","1","RESSED","5.3","MA",8.8,"9",NA,0.112195122,"",NA,3.9,8.34015226573351,92.01,0.07
"19008","LAKE WHITE",390621,830033,"","390605083005000","05060002","7","RESSED","8.4","OH",337,"37.4",36.9,40.50314465,"0.000522751",0.522750823,36.6,6.70717733043276,65.43,3.91
"75002","HIGH VALLEY RANCH NO. 1 POND",463607,1203016,"",".",".","5","RESSED","10.1","WA",1.47,"4.11",4.1,0.07804878,"9.06598E-06",0.009065977,16.2,0.0286478873692174,0,1.76
"60005","ALLEN",324958,1094737,"",".",".","1","RESSED","10.2","AZ",25.8,"4.17",4.13,1.172727273,"0.000135232",0.135231953,13.9,2.39357018539215,0,0
"31016","CENTERVILLE NO. 2",404557,925043,"",".",".","1","RESSED","9.2","IA",51,"2.7",2.62,5.545454545,"0.001008018",1.008017813,33.1,2.65090143611679,4.65,10.05
"71","Nocona",335258,973908,"WGS84","7315600","11130201",".","Texas Water Board",".","TX",1362,"94.0",94,135.2222222,"0.000685098",0.685,30.3,2.65090143611679,27.12,0.44
"70035","THOMPSON CREEK FLOOD-CONTROL BASIN",340822,1174227,"",".",".","1","RESSED","11.1","CA",29,"3.5",3.5,5.727848101,"0.000779392",0.779391735,60.2,12.9364383096555,0.13,0
"21002","SENECAVILLE RESERVOIR",395531,812606,"","395530081255600","05040005","7","RESSED","8.4","OH",5170,"121",113,99.16666667,"0.000417945",0.417945468,5.8,10.3371121443715,69.52,0.01
"8","Bardwell",321500,963850,"WGS84","8063700","12030109",".","Texas Water Board",".","TX",3138,"178.0",178,254.6969697,"0.000681453",0.681,24.7,1.18585327984601,10.8,17.49
"45039","HEYBURN LAKE",355650,961754,"","07165000","11110101","7","RESSED","9.4","OK",3700,"123",117,214.0740741,"0.000871386",0.871385965,17.6,3.42792130287828,62.74,0
"16044","SYCAMORE LAKE",353359,882243,"",".",".","7","RESSED","8.3","TN",224,"2.8",2.45,NA,"",NA,NA,1.93013731153157,16.48,0
"40001","YELLOW WATER",465412,1082815,"",".",".","7","RESSED","9.3","MT",446,"55",54,17.37864078,"0.000153269",0.153269025,11.9,3.97566375052735,6.98,0.83
"75005","HENRY CLERF POND",465923,1201652,"",".",".","1","RESSED","10.1","WA",0.75,"6.47",6.47,0.067924528,"4.99982E-06",0.004999824,27.6,8.56998607082477,0,0
"66010","CHALK CREEK DEBRIS BASIN",385747,1121824,"",".",".","1","RESSED","10.1","UT",5.52,"60.8",60,10.52631579,"8.35521E-05",0.083552124,581.2,22.7434311368026,84.14,0
"60045","GRANITE BASIN",343700,1123255,"",".",".","1","RESSED","6.2","AZ",8.1,"4.69",4.69,1.103202847,"0.000112025",0.112024981,41.5,8.04264999790285,91.83,0
"31004","MCDANIEL LAKE",371738,931850,"","06918496","10290106","7","RESSED","8.4","MO",225,"41.9",41.5,22.27272727,"0.000255598",0.255598117,30.2,2.41644814018224,34.02,0.11
"24059","SHOAL CREEK STRUCTURE NO. 2",391628,893654,"",".",".","7","RESSED","8.2","IL",592.7,"39.24",38.31,11.57923077,"0.000143946",0.143946101,6,0.487002397446091,5.84,80.26
"44010","SIX MILE CREEK NO. 2",351550,934955,"","07254500","11110202","1","RESSED","8.4","AR",74.96,"5.38",5.26,0.862686567,"7.81087E-05",0.078108741,3.5,6.82582808200726,54.29,0
"43003","FRASER DRAW",484709,1043310,"",".",".","1","RESSED","9.3","WY",16.2,"27.4",27.4,1.131147541,"1.96608E-05",0.019660793,21.3,2.0846460084931,0.04,55.84
"73","Palo Pinto",323842,981621,"WGS84","8090300","12060201",".","Texas Water Board",".","TX",2176,"461.0",461,19.77272727,"2.04267E-05",0.02,2.8,3.22806208431352,44.94,0.67
"20007","DOUGLAS",355740,833217,"","03468510","06010107","7","RESSED","8.4","TN",31667,"4541",2854,1487.061224,"0.000248146",0.248145971,14.3,14.8796958980821,66.63,0.77
"20021","OCOEE NO. 3",350226,842800,"",".",".","7","RESSED","8.4","TN",621,"496",263,349.8657718,"0.000633546",0.633545858,171.7,12.7349067465356,82.24,0.03
"12","Bonham",333852,960808,"WGS84","7332610","11140101",".","Texas Water Board",".","TX",1012,"29.0",29,26.8,"0.000440118",0.44,8.1,0.515648093419932,20.3,1.78
"21026","YOUGHIOGHENY RIVER LAKE",394752,792207,"","03077000","05020006","7","RESSED","8.4","PA",3566,"434",428,197.8333333,"0.000220134",0.220134468,16.9,7.47451401424289,66.02,0.81
"21009","BUCKEYE LAKE",395540,822917,"",".",".","7","RESSED","8.2","OH",2640,"49.2",45.1,38.74883287,"0.00040918",0.409180032,4.5,1.59241252827392,13.21,48.25
